bin                file           met         met_unc             ext         ext_unc           sfr_hb           esfr_hb          sfr_oii          esfr_oii
--- ------------------- ------------- --------------- --------------- --------------- ---------------- ----------------- ---------------- -----------------
  0   Alfa/Sp_bin_0.obs 8.94067010738 0.0226686071103  0.362240878153 0.0629253998972  0.0933063084027  0.00731190028743  0.0764239934583   0.0103503735801
  1   Alfa/Sp_bin_1.obs 8.91670831481 0.0343970268099  0.216248242059 0.0918278708098  0.0186974364707   0.0023233728008  0.0163398126098  0.00318597098237
 10  Alfa/Sp_bin_10.obs  8.9447377339 0.0216096627017  0.390426298049 0.0655311062075  0.0921439386668  0.00749603211708  0.0726432485513  0.00866467142927
100 Alfa/Sp_bin_100.obs 8.77208767132 0.0340751729114  0.235906656407 0.0867695501118  0.0214871549439  0.00247086538593  0.0169644061241  0.00315192786417
101 Alfa/Sp_bin_101.obs 8.90149668854 0.0257809946228  0.291475483418 0.0772440964656  0.0294207314259   0.0027151687804  0.0241051432587  0.00410404507746
102 Alfa/Sp_bin_102.obs 8.93143499283 0.0226485294076  0.294844630797  0.068642876307   0.050866145299   0.0040567841217  0.0426820193556  0.00603776027465
103 Alfa/Sp_bin_103.obs 8.85948134109 0.0332094974367  0.143794661347 0.0789567971482  0.0136938375858  0.00167201087318  0.0117108984129  0.00175185753953
104 Alfa/Sp_bin_104.obs 8.88301791404 0.0357167926139   0.13759375712 0.0898841226306 0.00809730299425  0.00126603754768 0.00748423607631  0.00121916038675
105 Alfa/Sp_bin_105.obs 8.86636157451  0.026516321514  0.199321492669 0.0764597336664  0.0290667268799  0.00265360004309  0.0238332201719  0.00352423150713
106 Alfa/Sp_bin_106.obs 8.83140914227 0.0392530773098   0.11152154148 0.0809211225181 0.00875786675883  0.00114547298239 0.00772446849661  0.00111958655772
 11  Alfa/Sp_bin_11.obs 8.78839293404 0.0338705825502  0.087388351577 0.0702052506637  0.0146115730916  0.00139075967622  0.0126872128959  0.00156872963526
 12  Alfa/Sp_bin_12.obs 8.98123249681 0.0261666611154    0.4424308836 0.0760852074055    0.06905586952  0.00656700256969  0.0557542614143  0.00858393302497
 13  Alfa/Sp_bin_13.obs 8.95976369098 0.0270296670889  0.393834267958 0.0758572923187  0.0524662518536  0.00531309737616  0.0448603718859  0.00547362817005
 14  Alfa/Sp_bin_14.obs 8.76769514308 0.0308695857909  0.126154149511 0.0754088250801  0.0334370398527  0.00289043957067  0.0268376952238  0.00497318927841
 15  Alfa/Sp_bin_15.obs 8.91383865083 0.0301691408052  0.257905478009 0.0850516267892  0.0195095095417  0.00284380168788  0.0165796528425  0.00236686832298
 16  Alfa/Sp_bin_16.obs 8.97217470433 0.0263587469914  0.350210012228 0.0821356848307  0.0359133879327  0.00385484873524  0.0303175429054  0.00448019673733
 17  Alfa/Sp_bin_17.obs 8.99209665914 0.0297142857455  0.464121424435 0.0837093116362  0.0491877331158  0.00494499103545   0.041771690643  0.00661782647597
 18  Alfa/Sp_bin_18.obs 8.94603899861 0.0312682966224  0.280657775128 0.0779415680672  0.0372201425598  0.00380737566698  0.0322959368729  0.00477998667897
 19  Alfa/Sp_bin_19.obs 8.89379469499 0.0334750197618  0.267809015818 0.0870906099515  0.0445670211833  0.00745618443302  0.0337273400113  0.00677767315061
  2   Alfa/Sp_bin_2.obs 8.94119462178 0.0268640389268   0.32441121123 0.0763975630583  0.0827219560366  0.00835713595037  0.0700233666559   0.0101275539849
 20  Alfa/Sp_bin_20.obs 8.68875970046 0.0395821463956  0.104750755318 0.0798368279824  0.0119522657061  0.00159772224889  0.0101649671644  0.00162276840831
 21  Alfa/Sp_bin_21.obs 8.73686017384 0.0288952823916  0.231882130179 0.0797661290315  0.0416595389375  0.00442170300954  0.0321654606026  0.00503101573923
 22  Alfa/Sp_bin_22.obs 8.83022646397 0.0346213706021 0.0796752531203  0.068170360725  0.0119644427329  0.00133201168667  0.0106864245373   0.0015074774613
 23  Alfa/Sp_bin_23.obs  8.7333543956 0.0391348455503  0.141418463431 0.0898095289611  0.0151111282235  0.00225398085312  0.0120875879208  0.00217754224463
 24  Alfa/Sp_bin_24.obs  8.8639812385 0.0279886978221   0.25697037321 0.0738981469344  0.0392926965182  0.00347166164706  0.0324823964145  0.00484348430076
 25  Alfa/Sp_bin_25.obs 8.91452313817 0.0297834253822  0.249167104697 0.0867545026448  0.0320290013867  0.00403309605391  0.0287922562755  0.00502048446735
 26  Alfa/Sp_bin_26.obs 9.01137015433 0.0285130938243   0.45832284627 0.0807941583828  0.0403018336496  0.00383299005878  0.0341159573126  0.00457239505649
 27  Alfa/Sp_bin_27.obs 8.88407996524  0.036545263208  0.085443464252 0.0770547211996   0.011162264527  0.00138074613026  0.0104100172666  0.00154288312967
 28  Alfa/Sp_bin_28.obs 8.89342344845 0.0349710054106  0.174862950334 0.0860869100689  0.0118714159467  0.00156961754555  0.0103601663171  0.00188147295305
 29  Alfa/Sp_bin_29.obs 8.98538098135 0.0300199234562  0.199153195978  0.082580117465  0.0263269739793  0.00299275408473  0.0236373717421  0.00408628475596
  3   Alfa/Sp_bin_3.obs 8.88724811125 0.0413048318045  0.161301627256 0.0940350604467  0.0161110629842  0.00240624406914  0.0136698779463  0.00290503073357
 30  Alfa/Sp_bin_30.obs 8.98022980756 0.0265334557691  0.347258360484 0.0792935575425  0.0338236456615  0.00325353490732  0.0302660426411  0.00373492362887
 31  Alfa/Sp_bin_31.obs 8.91342843421 0.0301226607428  0.153743665559 0.0815221665002  0.0121860916209  0.00129787216925  0.0107271193599  0.00169772957777
