# p q signal noise
36 58 1.204e+02 3.779e+00
36 59 1.377e+02 3.779e+00
36 60 1.550e+02 3.779e+00
36 61 1.646e+02 3.779e+00
36 62 1.956e+02 3.779e+00
36 63 2.119e+02 3.779e+00
36 64 1.972e+02 3.779e+00
36 65 1.667e+02 3.779e+00
36 66 1.352e+02 3.779e+00
36 67 1.106e+02 3.779e+00
36 68 8.988e+01 3.779e+00
36 69 6.642e+01 3.779e+00
36 70 6.191e+01 3.779e+00
36 71 4.585e+01 3.779e+00
36 72 4.986e+01 3.779e+00
36 73 4.017e+01 3.779e+00
36 74 4.289e+01 3.779e+00
36 75 3.297e+01 3.779e+00
37 51 3.913e+01 3.779e+00
37 52 5.063e+01 3.779e+00
37 53 5.620e+01 3.779e+00
37 54 6.890e+01 3.779e+00
37 55 7.968e+01 3.779e+00
37 56 1.032e+02 3.779e+00
37 57 1.179e+02 3.779e+00
37 58 1.438e+02 3.779e+00
37 59 1.612e+02 3.779e+00
37 60 1.787e+02 3.779e+00
37 61 2.147e+02 3.779e+00
37 62 2.298e+02 3.779e+00
37 63 2.296e+02 3.779e+00
37 64 1.860e+02 3.779e+00
37 65 1.470e+02 3.779e+00
37 66 9.353e+01 3.779e+00
37 67 7.636e+01 3.779e+00
37 68 7.455e+01 3.779e+00
37 69 5.423e+01 3.779e+00
37 70 4.540e+01 3.779e+00
37 71 4.160e+01 3.779e+00
37 72 3.767e+01 3.779e+00
37 73 3.541e+01 3.779e+00
38 50 3.514e+01 3.779e+00
38 51 5.218e+01 3.779e+00
38 52 5.845e+01 3.779e+00
38 53 6.498e+01 3.779e+00
38 54 8.458e+01 3.779e+00
38 55 1.009e+02 3.779e+00
38 56 1.222e+02 3.779e+00
38 57 1.356e+02 3.779e+00
38 58 1.530e+02 3.779e+00
38 59 1.857e+02 3.779e+00
38 60 2.111e+02 3.779e+00
38 61 2.348e+02 3.779e+00
38 62 2.516e+02 3.779e+00
38 63 2.425e+02 3.779e+00
38 64 1.811e+02 3.779e+00
38 65 1.236e+02 3.779e+00
38 66 7.702e+01 3.779e+00
38 67 5.683e+01 3.779e+00
38 68 4.823e+01 3.779e+00
38 69 4.359e+01 3.779e+00
38 70 3.559e+01 3.779e+00
38 71 3.241e+01 3.779e+00
39 49 3.628e+01 3.779e+00
39 50 4.771e+01 3.779e+00
39 51 5.956e+01 3.779e+00
39 52 7.665e+01 3.779e+00
39 53 8.416e+01 3.779e+00
39 54 9.927e+01 3.779e+00
39 55 1.108e+02 3.779e+00
39 56 1.363e+02 3.779e+00
39 57 1.552e+02 3.779e+00
39 58 1.744e+02 3.779e+00
39 59 2.086e+02 3.779e+00
39 60 2.293e+02 3.779e+00
39 61 2.275e+02 3.779e+00
39 62 2.248e+02 3.779e+00
39 63 1.942e+02 3.779e+00
39 64 1.462e+02 3.779e+00
39 65 9.793e+01 3.779e+00
39 66 6.098e+01 3.779e+00
39 67 4.500e+01 3.779e+00
39 68 3.935e+01 3.779e+00
39 69 3.384e+01 3.779e+00
39 70 3.114e+01 3.779e+00
40 47 2.852e+01 3.779e+00
40 48 4.336e+01 3.779e+00
40 49 5.353e+01 3.779e+00
40 50 6.483e+01 3.779e+00
40 51 7.872e+01 3.779e+00
40 52 8.419e+01 3.779e+00
40 53 1.015e+02 3.779e+00
40 54 1.208e+02 3.779e+00
40 55 1.312e+02 3.779e+00
40 56 1.533e+02 3.779e+00
40 57 1.852e+02 3.779e+00
40 58 1.943e+02 3.779e+00
40 59 2.112e+02 3.779e+00
40 60 2.029e+02 3.779e+00
40 61 1.902e+02 3.779e+00
40 62 1.663e+02 3.779e+00
40 63 1.413e+02 3.779e+00
40 64 1.045e+02 3.779e+00
40 65 7.797e+01 3.779e+00
40 66 5.007e+01 3.779e+00
40 67 5.230e+01 3.779e+00
40 68 4.348e+01 3.779e+00
40 69 2.672e+01 3.779e+00
41 46 4.457e+01 3.779e+00
41 47 4.956e+01 3.779e+00
41 48 5.933e+01 3.779e+00
41 49 7.159e+01 3.779e+00
41 50 7.679e+01 3.779e+00
41 51 9.059e+01 3.779e+00
41 52 1.095e+02 3.779e+00
41 53 1.190e+02 3.779e+00
41 54 1.293e+02 3.779e+00
41 55 1.424e+02 3.779e+00
41 56 1.668e+02 3.779e+00
41 57 1.894e+02 3.779e+00
41 58 1.908e+02 3.779e+00
41 59 1.962e+02 3.779e+00
41 60 1.752e+02 3.779e+00
41 61 1.391e+02 3.779e+00
41 62 1.138e+02 3.779e+00
41 63 9.626e+01 3.779e+00
41 64 6.641e+01 3.779e+00
41 65 5.877e+01 3.779e+00
41 66 3.849e+01 3.779e+00
41 67 4.533e+01 3.779e+00
41 68 3.905e+01 3.779e+00
42 44 2.879e+01 3.779e+00
42 45 3.935e+01 3.779e+00
42 46 5.102e+01 3.779e+00
42 47 6.213e+01 3.779e+00
42 48 7.718e+01 3.779e+00
42 49 9.086e+01 3.779e+00
42 50 9.167e+01 3.779e+00
42 51 9.721e+01 3.779e+00
42 52 1.160e+02 3.779e+00
42 53 1.254e+02 3.779e+00
42 54 1.425e+02 3.779e+00
42 55 1.510e+02 3.779e+00
42 56 1.785e+02 3.779e+00
42 57 1.833e+02 3.779e+00
42 58 1.672e+02 3.779e+00
42 59 1.540e+02 3.779e+00
42 60 1.290e+02 3.779e+00
42 61 1.048e+02 3.779e+00
42 62 8.875e+01 3.779e+00
42 63 6.832e+01 3.779e+00
42 64 5.392e+01 3.779e+00
42 65 3.982e+01 3.779e+00
42 66 3.226e+01 3.779e+00
43 43 3.634e+01 3.779e+00
43 44 4.296e+01 3.779e+00
43 45 6.077e+01 3.779e+00
43 46 8.219e+01 3.779e+00
43 47 8.772e+01 3.779e+00
43 48 9.747e+01 3.779e+00
43 49 9.921e+01 3.779e+00
43 50 1.090e+02 3.779e+00
43 51 1.177e+02 3.779e+00
43 52 1.199e+02 3.779e+00
43 53 1.297e+02 3.779e+00
43 54 1.448e+02 3.779e+00
43 55 1.500e+02 3.779e+00
43 56 1.479e+02 3.779e+00
43 57 1.459e+02 3.779e+00
43 58 1.307e+02 3.779e+00
43 59 1.092e+02 3.779e+00
43 60 8.526e+01 3.779e+00
43 61 6.765e+01 3.779e+00
43 62 5.944e+01 3.779e+00
43 63 4.692e+01 3.779e+00
43 64 4.042e+01 3.779e+00
43 65 3.391e+01 3.779e+00
44 41 3.151e+01 3.779e+00
44 42 4.134e+01 3.779e+00
44 43 5.340e+01 3.779e+00
44 44 6.680e+01 3.779e+00
44 45 9.316e+01 3.779e+00
44 46 1.112e+02 3.779e+00
44 47 1.181e+02 3.779e+00
44 48 1.105e+02 3.779e+00
44 49 1.177e+02 3.779e+00
44 50 1.288e+02 3.779e+00
44 51 1.379e+02 3.779e+00
44 52 1.331e+02 3.779e+00
44 53 1.371e+02 3.779e+00
44 54 1.447e+02 3.779e+00
44 55 1.376e+02 3.779e+00
44 56 1.271e+02 3.779e+00
44 57 1.139e+02 3.779e+00
44 58 9.283e+01 3.779e+00
44 59 6.911e+01 3.779e+00
44 60 5.530e+01 3.779e+00
44 61 4.243e+01 3.779e+00
44 62 4.377e+01 3.779e+00
44 63 4.363e+01 3.779e+00
44 64 3.968e+01 3.779e+00
45 40 2.703e+01 3.779e+00
45 41 4.103e+01 3.779e+00
45 42 5.280e+01 3.779e+00
45 43 6.756e+01 3.779e+00
45 44 9.927e+01 3.779e+00
45 45 1.304e+02 3.779e+00
45 46 1.380e+02 3.779e+00
45 47 1.405e+02 3.779e+00
45 48 1.326e+02 3.779e+00
45 49 1.426e+02 3.779e+00
45 50 1.465e+02 3.779e+00
45 51 1.555e+02 3.779e+00
45 52 1.402e+02 3.779e+00
45 53 1.347e+02 3.779e+00
45 54 1.276e+02 3.779e+00
45 55 1.185e+02 3.779e+00
45 56 1.002e+02 3.779e+00
45 57 7.728e+01 3.779e+00
45 58 6.265e+01 3.779e+00
45 59 4.985e+01 3.779e+00
45 60 4.550e+01 3.779e+00
45 61 4.403e+01 3.779e+00
45 62 3.903e+01 3.779e+00
45 63 3.134e+01 3.779e+00
46 39 4.299e+01 3.779e+00
46 40 6.366e+01 3.779e+00
46 41 7.139e+01 3.779e+00
46 42 7.704e+01 3.779e+00
46 43 9.995e+01 3.779e+00
46 44 1.184e+02 3.779e+00
46 45 1.543e+02 3.779e+00
46 46 1.576e+02 3.779e+00
46 47 1.456e+02 3.779e+00
46 48 1.466e+02 3.779e+00
46 49 1.509e+02 3.779e+00
46 50 1.520e+02 3.779e+00
46 51 1.446e+02 3.779e+00
46 52 1.307e+02 3.779e+00
46 53 1.193e+02 3.779e+00
46 54 1.084e+02 3.779e+00
46 55 9.096e+01 3.779e+00
46 56 7.608e+01 3.779e+00
46 57 5.870e+01 3.779e+00
46 58 4.493e+01 3.779e+00
46 59 3.956e+01 3.779e+00
46 60 4.172e+01 3.779e+00
46 61 3.563e+01 3.779e+00
47 38 3.516e+01 3.779e+00
47 39 4.849e+01 3.779e+00
47 40 8.260e+01 3.779e+00
47 41 9.230e+01 3.779e+00
47 42 9.777e+01 3.779e+00
47 43 1.084e+02 3.779e+00
47 44 1.255e+02 3.779e+00
47 45 1.506e+02 3.779e+00
47 46 1.453e+02 3.779e+00
47 47 1.487e+02 3.779e+00
47 48 1.498e+02 3.779e+00
47 49 1.564e+02 3.779e+00
47 50 1.450e+02 3.779e+00
47 51 1.371e+02 3.779e+00
47 52 1.169e+02 3.779e+00
47 53 9.335e+01 3.779e+00
47 54 8.164e+01 3.779e+00
47 55 6.563e+01 3.779e+00
47 56 5.363e+01 3.779e+00
47 57 3.932e+01 3.779e+00
47 58 4.381e+01 3.779e+00
47 59 3.454e+01 3.779e+00
48 37 3.483e+01 3.779e+00
48 38 6.031e+01 3.779e+00
48 39 7.617e+01 3.779e+00
48 40 1.104e+02 3.779e+00
48 41 1.226e+02 3.779e+00
48 42 1.208e+02 3.779e+00
48 43 1.288e+02 3.779e+00
48 44 1.384e+02 3.779e+00
48 45 1.384e+02 3.779e+00
48 46 1.404e+02 3.779e+00
48 47 1.398e+02 3.779e+00
48 48 1.390e+02 3.779e+00
48 49 1.342e+02 3.779e+00
48 50 1.309e+02 3.779e+00
48 51 1.085e+02 3.779e+00
48 52 9.136e+01 3.779e+00
48 53 7.424e+01 3.779e+00
48 54 5.428e+01 3.779e+00
48 55 4.569e+01 3.779e+00
48 56 3.846e+01 3.779e+00
48 57 3.311e+01 3.779e+00
49 37 3.981e+01 3.779e+00
49 38 6.414e+01 3.779e+00
49 39 8.848e+01 3.779e+00
49 40 1.126e+02 3.779e+00
49 41 1.289e+02 3.779e+00
49 42 1.352e+02 3.779e+00
49 43 1.353e+02 3.779e+00
49 44 1.170e+02 3.779e+00
49 45 1.152e+02 3.779e+00
49 46 1.160e+02 3.779e+00
49 47 1.127e+02 3.779e+00
49 48 1.057e+02 3.779e+00
49 49 1.076e+02 3.779e+00
49 50 9.152e+01 3.779e+00
49 51 8.422e+01 3.779e+00
49 52 6.957e+01 3.779e+00
49 53 6.604e+01 3.779e+00
49 54 5.761e+01 3.779e+00
49 55 4.428e+01 3.779e+00
49 56 3.579e+01 3.779e+00
50 36 3.621e+01 3.779e+00
50 37 5.039e+01 3.779e+00
50 38 7.563e+01 3.779e+00
50 39 9.652e+01 3.779e+00
50 40 1.185e+02 3.779e+00
50 41 1.388e+02 3.779e+00
50 42 1.331e+02 3.779e+00
50 43 1.102e+02 3.779e+00
50 44 9.009e+01 3.779e+00
50 45 7.880e+01 3.779e+00
50 46 7.191e+01 3.779e+00
50 47 7.603e+01 3.779e+00
50 48 8.382e+01 3.779e+00
50 49 8.489e+01 3.779e+00
50 50 8.531e+01 3.779e+00
50 51 7.690e+01 3.779e+00
50 52 6.566e+01 3.779e+00
50 53 5.173e+01 3.779e+00
50 54 4.263e+01 3.779e+00
50 55 4.188e+01 3.779e+00
50 56 3.607e+01 3.779e+00
51 36 4.482e+01 3.779e+00
51 37 7.588e+01 3.779e+00
51 38 9.600e+01 3.779e+00
51 39 1.166e+02 3.779e+00
51 40 1.235e+02 3.779e+00
51 41 1.218e+02 3.779e+00
51 42 9.800e+01 3.779e+00
51 43 5.007e+01 3.779e+00
51 44 2.144e+01 3.779e+00
51 48 4.356e+01 3.779e+00
51 49 5.116e+01 3.779e+00
51 50 6.331e+01 3.779e+00
51 51 5.904e+01 3.779e+00
51 52 4.918e+01 3.779e+00
51 53 5.034e+01 3.779e+00
51 54 4.249e+01 3.779e+00
51 55 4.459e+01 3.779e+00
52 35 3.658e+01 3.779e+00
52 36 6.025e+01 3.779e+00
52 37 8.985e+01 3.779e+00
52 38 1.148e+02 3.779e+00
52 39 1.313e+02 3.779e+00
52 40 1.232e+02 3.779e+00
52 41 1.022e+02 3.779e+00
52 42 6.673e+01 3.779e+00
52 43 8.220e+00 3.779e+00
52 50 5.012e+01 3.779e+00
52 51 4.246e+01 3.779e+00
52 52 5.372e+01 3.779e+00
52 53 5.163e+01 3.779e+00
52 54 4.985e+01 3.779e+00
53 34 3.417e+01 3.779e+00
53 35 4.181e+01 3.779e+00
53 36 6.322e+01 3.779e+00
53 37 9.163e+01 3.779e+00
53 38 1.104e+02 3.779e+00
53 39 1.323e+02 3.779e+00
53 40 1.154e+02 3.779e+00
53 41 9.127e+01 3.779e+00
53 42 6.616e+01 3.779e+00
53 51 5.373e+01 3.779e+00
53 52 4.486e+01 3.779e+00
53 53 3.751e+01 3.779e+00
54 33 3.333e+01 3.779e+00
54 34 4.283e+01 3.779e+00
54 35 5.537e+01 3.779e+00
54 36 7.728e+01 3.779e+00
54 37 9.765e+01 3.779e+00
54 38 1.127e+02 3.779e+00
54 39 1.101e+02 3.779e+00
54 40 1.015e+02 3.779e+00
54 41 7.759e+01 3.779e+00
54 42 8.756e+01 3.779e+00
55 32 2.871e+01 3.779e+00
55 33 3.469e+01 3.779e+00
55 34 5.320e+01 3.779e+00
55 35 7.783e+01 3.779e+00
55 36 8.844e+01 3.779e+00
55 37 9.659e+01 3.779e+00
55 38 8.936e+01 3.779e+00
55 39 8.202e+01 3.779e+00
55 40 8.203e+01 3.779e+00
55 41 9.186e+01 3.779e+00
55 42 1.034e+02 3.779e+00
56 31 3.210e+01 3.779e+00
56 32 5.044e+01 3.779e+00
56 33 5.925e+01 3.779e+00
56 34 7.266e+01 3.779e+00
56 35 9.557e+01 3.779e+00
56 36 9.817e+01 3.779e+00
56 37 9.743e+01 3.779e+00
56 38 9.561e+01 3.779e+00
56 39 8.012e+01 3.779e+00
56 40 6.706e+01 3.779e+00
56 41 7.496e+01 3.779e+00
56 42 6.896e+01 3.779e+00
57 30 3.982e+01 3.779e+00
57 31 4.872e+01 3.779e+00
57 32 6.094e+01 3.779e+00
57 33 8.296e+01 3.779e+00
57 34 1.114e+02 3.779e+00
57 35 1.266e+02 3.779e+00
57 36 1.245e+02 3.779e+00
57 37 1.023e+02 3.779e+00
57 38 8.634e+01 3.779e+00
57 39 7.021e+01 3.779e+00
57 40 5.616e+01 3.779e+00
57 41 6.058e+01 3.779e+00
57 42 6.191e+01 3.779e+00
58 29 3.657e+01 3.779e+00
58 30 4.661e+01 3.779e+00
58 31 6.175e+01 3.779e+00
58 32 8.520e+01 3.779e+00
58 33 1.138e+02 3.779e+00
58 34 1.378e+02 3.779e+00
58 35 1.419e+02 3.779e+00
58 36 1.306e+02 3.779e+00
58 37 1.050e+02 3.779e+00
58 38 8.603e+01 3.779e+00
58 39 6.682e+01 3.779e+00
58 40 5.474e+01 3.779e+00
58 41 5.524e+01 3.779e+00
58 42 5.021e+01 3.779e+00
59 28 3.796e+01 3.779e+00
59 29 5.054e+01 3.779e+00
59 30 7.717e+01 3.779e+00
59 31 1.014e+02 3.779e+00
59 32 1.025e+02 3.779e+00
59 33 1.380e+02 3.779e+00
59 34 1.564e+02 3.779e+00
59 35 1.610e+02 3.779e+00
59 36 1.272e+02 3.779e+00
59 37 1.019e+02 3.779e+00
59 38 8.015e+01 3.779e+00
59 39 6.312e+01 3.779e+00
59 40 5.147e+01 3.779e+00
59 41 4.654e+01 3.779e+00
59 42 4.568e+01 3.779e+00
60 27 3.972e+01 3.779e+00
60 28 3.789e+01 3.779e+00
60 29 6.401e+01 3.779e+00
60 30 9.085e+01 3.779e+00
60 31 1.085e+02 3.779e+00
60 32 1.257e+02 3.779e+00
60 33 1.636e+02 3.779e+00
60 34 1.779e+02 3.779e+00
60 35 1.757e+02 3.779e+00
60 36 1.375e+02 3.779e+00
60 37 1.000e+02 3.779e+00
60 38 7.482e+01 3.779e+00
60 39 6.286e+01 3.779e+00
60 40 5.734e+01 3.779e+00
60 41 6.061e+01 3.779e+00
60 42 5.904e+01 3.779e+00
60 43 5.344e+01 3.779e+00
60 44 4.932e+01 3.779e+00
61 26 4.385e+01 3.779e+00
61 27 5.638e+01 3.779e+00
61 28 5.835e+01 3.779e+00
61 29 7.329e+01 3.779e+00
61 30 9.406e+01 3.779e+00
61 31 1.130e+02 3.779e+00
61 32 1.363e+02 3.779e+00
61 33 1.667e+02 3.779e+00
61 34 1.927e+02 3.779e+00
61 35 1.761e+02 3.779e+00
61 36 1.298e+02 3.779e+00
61 37 8.827e+01 3.779e+00
61 38 7.616e+01 3.779e+00
61 39 6.492e+01 3.779e+00
61 40 5.890e+01 3.779e+00
61 41 5.932e+01 3.779e+00
61 42 6.458e+01 3.779e+00
61 43 5.907e+01 3.779e+00
61 44 6.254e+01 3.779e+00
61 45 5.260e+01 3.779e+00
62 24 3.577e+01 3.779e+00
62 25 4.725e+01 3.779e+00
62 26 6.108e+01 3.779e+00
62 27 6.862e+01 3.779e+00
62 28 7.236e+01 3.779e+00
62 29 7.783e+01 3.779e+00
62 30 1.006e+02 3.779e+00
62 31 1.157e+02 3.779e+00
62 32 1.348e+02 3.779e+00
62 33 1.667e+02 3.779e+00
62 34 1.776e+02 3.779e+00
62 35 1.575e+02 3.779e+00
62 36 1.136e+02 3.779e+00
62 37 8.980e+01 3.779e+00
62 38 7.040e+01 3.779e+00
62 39 6.415e+01 3.779e+00
62 40 7.014e+01 3.779e+00
62 41 6.439e+01 3.779e+00
62 42 6.938e+01 3.779e+00
62 43 7.160e+01 3.779e+00
62 44 6.834e+01 3.779e+00
62 45 6.446e+01 3.779e+00
63 23 4.444e+01 3.779e+00
63 24 4.703e+01 3.779e+00
63 25 6.068e+01 3.779e+00
63 26 7.129e+01 3.779e+00
63 27 8.302e+01 3.779e+00
63 28 9.004e+01 3.779e+00
63 29 9.101e+01 3.779e+00
63 30 1.102e+02 3.779e+00
63 31 1.229e+02 3.779e+00
63 32 1.385e+02 3.779e+00
63 33 1.613e+02 3.779e+00
63 34 1.643e+02 3.779e+00
63 35 1.265e+02 3.779e+00
63 36 1.030e+02 3.779e+00
63 37 8.534e+01 3.779e+00
63 38 6.334e+01 3.779e+00
63 39 6.616e+01 3.779e+00
63 40 6.893e+01 3.779e+00
63 41 6.429e+01 3.779e+00
63 42 6.847e+01 3.779e+00
63 43 5.848e+01 3.779e+00
63 44 6.445e+01 3.779e+00
64 21 4.470e+01 3.779e+00
64 22 5.445e+01 3.779e+00
64 23 5.965e+01 3.779e+00
64 24 5.627e+01 3.779e+00
64 25 6.437e+01 3.779e+00
64 26 7.960e+01 3.779e+00
64 27 9.882e+01 3.779e+00
64 28 1.108e+02 3.779e+00
64 29 1.271e+02 3.779e+00
64 30 1.456e+02 3.779e+00
64 31 1.540e+02 3.779e+00
64 32 1.518e+02 3.779e+00
64 33 1.593e+02 3.779e+00
64 34 1.456e+02 3.779e+00
64 35 1.204e+02 3.779e+00
64 36 8.275e+01 3.779e+00
64 37 7.023e+01 3.779e+00
64 38 6.060e+01 3.779e+00
64 39 6.511e+01 3.779e+00
64 40 6.321e+01 3.779e+00
64 41 6.403e+01 3.779e+00
64 42 5.823e+01 3.779e+00
64 43 5.780e+01 3.779e+00
65 20 4.010e+01 3.779e+00
65 21 5.750e+01 3.779e+00
65 22 7.548e+01 3.779e+00
65 23 7.178e+01 3.779e+00
65 24 7.233e+01 3.779e+00
65 25 8.067e+01 3.779e+00
65 26 8.853e+01 3.779e+00
65 27 1.088e+02 3.779e+00
65 28 1.330e+02 3.779e+00
65 29 1.532e+02 3.779e+00
65 30 1.711e+02 3.779e+00
65 31 1.880e+02 3.779e+00
65 32 1.796e+02 3.779e+00
65 33 1.569e+02 3.779e+00
65 34 1.290e+02 3.779e+00
65 35 1.070e+02 3.779e+00
65 36 8.308e+01 3.779e+00
65 37 6.716e+01 3.779e+00
65 38 6.017e+01 3.779e+00
65 39 5.013e+01 3.779e+00
65 40 4.781e+01 3.779e+00
65 41 5.671e+01 3.779e+00
65 42 5.218e+01 3.779e+00
66 19 3.968e+01 3.779e+00
66 20 4.283e+01 3.779e+00
66 21 6.570e+01 3.779e+00
66 22 8.435e+01 3.779e+00
66 23 8.523e+01 3.779e+00
66 24 8.704e+01 3.779e+00
66 25 8.865e+01 3.779e+00
66 26 9.721e+01 3.779e+00
66 27 1.129e+02 3.779e+00
66 28 1.411e+02 3.779e+00
66 29 1.710e+02 3.779e+00
66 30 1.963e+02 3.779e+00
66 31 1.891e+02 3.779e+00
66 32 1.671e+02 3.779e+00
66 33 1.398e+02 3.779e+00
66 34 1.181e+02 3.779e+00
66 35 9.211e+01 3.779e+00
66 36 7.261e+01 3.779e+00
66 37 5.614e+01 3.779e+00
66 38 4.438e+01 3.779e+00
66 39 4.756e+01 3.779e+00
66 40 3.788e+01 3.779e+00
66 41 3.680e+01 3.779e+00
66 42 4.162e+01 3.779e+00
67 17 2.516e+01 3.779e+00
67 18 4.454e+01 3.779e+00
67 19 5.223e+01 3.779e+00
67 20 6.673e+01 3.779e+00
67 21 7.859e+01 3.779e+00
67 22 9.296e+01 3.779e+00
67 23 1.010e+02 3.779e+00
67 24 9.651e+01 3.779e+00
67 25 1.013e+02 3.779e+00
67 26 1.017e+02 3.779e+00
67 27 1.147e+02 3.779e+00
67 28 1.386e+02 3.779e+00
67 29 1.621e+02 3.779e+00
67 30 1.836e+02 3.779e+00
67 31 1.819e+02 3.779e+00
67 32 1.456e+02 3.779e+00
67 33 1.189e+02 3.779e+00
67 34 9.310e+01 3.779e+00
67 35 7.974e+01 3.779e+00
67 36 6.329e+01 3.779e+00
67 37 4.744e+01 3.779e+00
67 38 4.167e+01 3.779e+00
67 39 3.963e+01 3.779e+00
67 40 3.680e+01 3.779e+00
68 16 3.220e+01 3.779e+00
68 17 4.382e+01 3.779e+00
68 18 6.064e+01 3.779e+00
68 19 8.043e+01 3.779e+00
68 20 9.404e+01 3.779e+00
68 21 1.031e+02 3.779e+00
68 22 1.096e+02 3.779e+00
68 23 1.256e+02 3.779e+00
68 24 1.176e+02 3.779e+00
68 25 1.173e+02 3.779e+00
68 26 1.168e+02 3.779e+00
68 27 1.233e+02 3.779e+00
68 28 1.309e+02 3.779e+00
68 29 1.407e+02 3.779e+00
68 30 1.536e+02 3.779e+00
68 31 1.448e+02 3.779e+00
68 32 1.203e+02 3.779e+00
68 33 1.023e+02 3.779e+00
68 34 8.229e+01 3.779e+00
68 35 6.469e+01 3.779e+00
68 36 5.418e+01 3.779e+00
68 37 3.856e+01 3.779e+00
68 38 3.369e+01 3.779e+00
69 15 3.330e+01 3.779e+00
69 16 4.708e+01 3.779e+00
69 17 5.319e+01 3.779e+00
69 18 9.086e+01 3.779e+00
69 19 1.171e+02 3.779e+00
69 20 1.307e+02 3.779e+00
69 21 1.340e+02 3.779e+00
69 22 1.430e+02 3.779e+00
69 23 1.549e+02 3.779e+00
69 24 1.453e+02 3.779e+00
69 25 1.365e+02 3.779e+00
69 26 1.330e+02 3.779e+00
69 27 1.304e+02 3.779e+00
69 28 1.335e+02 3.779e+00
69 29 1.408e+02 3.779e+00
69 30 1.443e+02 3.779e+00
69 31 1.249e+02 3.779e+00
69 32 1.045e+02 3.779e+00
69 33 7.893e+01 3.779e+00
69 34 6.732e+01 3.779e+00
69 35 5.019e+01 3.779e+00
69 36 4.182e+01 3.779e+00
70 14 3.153e+01 3.779e+00
70 15 4.464e+01 3.779e+00
70 16 7.167e+01 3.779e+00
70 17 9.817e+01 3.779e+00
70 18 1.611e+02 3.779e+00
70 19 1.971e+02 3.779e+00
70 20 2.007e+02 3.779e+00
70 21 1.776e+02 3.779e+00
70 22 1.769e+02 3.779e+00
70 23 1.773e+02 3.779e+00
70 24 1.651e+02 3.779e+00
70 25 1.552e+02 3.779e+00
70 26 1.435e+02 3.779e+00
70 27 1.364e+02 3.779e+00
70 28 1.448e+02 3.779e+00
70 29 1.354e+02 3.779e+00
70 30 1.269e+02 3.779e+00
70 31 1.028e+02 3.779e+00
70 32 9.025e+01 3.779e+00
70 33 7.116e+01 3.779e+00
70 34 5.600e+01 3.779e+00
70 35 4.529e+01 3.779e+00
71 13 3.278e+01 3.779e+00
71 14 5.292e+01 3.779e+00
71 15 6.810e+01 3.779e+00
71 16 1.058e+02 3.779e+00
71 17 1.562e+02 3.779e+00
71 18 2.403e+02 3.779e+00
71 19 2.876e+02 3.779e+00
71 20 2.627e+02 3.779e+00
71 21 2.145e+02 3.779e+00
71 22 1.963e+02 3.779e+00
71 23 1.786e+02 3.779e+00
71 24 1.692e+02 3.779e+00
71 25 1.534e+02 3.779e+00
71 26 1.603e+02 3.779e+00
71 27 1.505e+02 3.779e+00
71 28 1.484e+02 3.779e+00
71 29 1.529e+02 3.779e+00
71 30 1.282e+02 3.779e+00
71 31 9.456e+01 3.779e+00
71 32 8.087e+01 3.779e+00
71 33 5.757e+01 3.779e+00
71 34 4.353e+01 3.779e+00
71 35 3.774e+01 3.779e+00
72 13 3.362e+01 3.779e+00
72 14 6.789e+01 3.779e+00
72 15 1.016e+02 3.779e+00
72 16 1.373e+02 3.779e+00
72 17 2.069e+02 3.779e+00
72 18 2.976e+02 3.779e+00
72 19 3.430e+02 3.779e+00
72 20 2.895e+02 3.779e+00
72 21 2.232e+02 3.779e+00
72 22 1.911e+02 3.779e+00
72 23 1.794e+02 3.779e+00
72 24 1.898e+02 3.779e+00
72 25 1.759e+02 3.779e+00
72 26 1.808e+02 3.779e+00
72 27 1.723e+02 3.779e+00
72 28 1.687e+02 3.779e+00
72 29 1.520e+02 3.779e+00
72 30 1.236e+02 3.779e+00
72 31 8.641e+01 3.779e+00
72 32 6.163e+01 3.779e+00
72 33 4.658e+01 3.779e+00
72 34 3.014e+01 3.779e+00
73 12 3.632e+01 3.779e+00
73 13 5.985e+01 3.779e+00
73 14 8.908e+01 3.779e+00
73 15 1.384e+02 3.779e+00
73 16 1.821e+02 3.779e+00
73 17 2.315e+02 3.779e+00
73 18 2.730e+02 3.779e+00
73 19 2.925e+02 3.779e+00
73 20 2.524e+02 3.779e+00
73 21 2.081e+02 3.779e+00
73 22 1.880e+02 3.779e+00
73 23 1.792e+02 3.779e+00
73 24 1.932e+02 3.779e+00
73 25 2.010e+02 3.779e+00
73 26 1.910e+02 3.779e+00
73 27 1.834e+02 3.779e+00
73 28 1.693e+02 3.779e+00
73 29 1.370e+02 3.779e+00
73 30 1.099e+02 3.779e+00
73 31 7.749e+01 3.779e+00
73 32 5.110e+01 3.779e+00
73 33 3.547e+01 3.779e+00
74 12 3.609e+01 3.779e+00
74 13 6.967e+01 3.779e+00
74 14 1.112e+02 3.779e+00
74 15 1.789e+02 3.779e+00
74 16 2.309e+02 3.779e+00
74 17 2.431e+02 3.779e+00
74 18 2.368e+02 3.779e+00
74 19 2.157e+02 3.779e+00
74 20 2.177e+02 3.779e+00
74 21 1.974e+02 3.779e+00
74 22 1.916e+02 3.779e+00
74 23 2.051e+02 3.779e+00
74 24 2.092e+02 3.779e+00
74 25 2.164e+02 3.779e+00
74 26 2.136e+02 3.779e+00
74 27 1.905e+02 3.779e+00
74 28 1.590e+02 3.779e+00
