# met met_unc sfr_density_SED sfr_density_SED_unc Ha_flux Ha_flux_unc mass_density mass_density_unc area_pc
9.02779081958 0.124330514025 -7.073396141875752 1.56 3.34e-18 2.481e-19 2.736603858124248 0.41000000000000014 123653.09611523186
8.64743068397 0.449092129006 -6.543396141875752 1.1999999999999997 2.8749999999999997e-18 1.736e-19 3.106603858124248 0.34000000000000075 58580.49374208593
8.98095864857 0.180727395312 -6.193396141875752 0.8099999999999999 2.765e-18 3.274e-19 2.5466038581242483 0.33000000000000007 189811.89011261374
9.12799525341 0.132713035279 -5.653396141875752 0.30999999999999994 2.905e-18 1.837e-19 2.2566038581242482 0.71 235368.35748515555
9.08981778719 0.15713477379199997 -6.493396141875752 1.26 2.751e-18 2.5739999999999997e-19 3.156603858124249 0.29000000000000004 196823.84941654265
9.04178272778 0.148347967304 -7.523396141875752 2.0900000000000003 3.836e-18 3.204e-19 2.936603858124248 0.3799999999999999 167454.4824145132
9.00467431143 0.180510913761 -5.783396141875752 0.62 3.126e-18 2.763e-19 2.8666038581242486 0.5 209427.85693134734
8.94803790113 0.16906423848799998 -7.46339614187575 1.69 3.2299999999999998e-18 2.9449999999999995e-19 2.1866038581242475 0.5600000000000005 121633.69496571133
9.07328109843 0.140170192538 -6.353396141875752 1.02 3.056e-18 2.663e-19 2.386603858124248 0.5899999999999999 282263.68487167713
9.12692196369 0.115914151478 -6.623396141875752 1.12 4.87e-18 3.097e-19 3.186603858124248 0.4200000000000008 84838.89119320654
9.05113004102 0.145233952372 -5.163396141875752 0.12 4.383e-18 2.719e-19 2.926603858124248 0.6900000000000004 64569.17645682238
9.09961791412 0.134426474049 -7.733396141875753 2.14 4.64e-18 3.846e-19 2.716603858124248 0.41999999999999993 81704.81852509422
9.14687006842 0.12142009618 -6.843396141875751 0.9500000000000001 3.782e-18 4.537e-19 1.9866038581242478 0.5600000000000005 107869.23919934797
9.1602296281 0.111503114286 -5.843396141875751 0.6500000000000002 4.265e-18 3.836e-19 2.466603858124248 0.6500000000000004 178496.07181858312
9.04686040037 0.183127837843 -6.523396141875752 0.99 3.179e-18 3.466e-19 2.2066038581242484 0.5800000000000001 147623.756697013
9.17591041881 0.0973633953893 -7.073396141875752 1.57 4.963e-18 3.439e-19 3.386603858124248 0.3000000000000007 37236.158122924935
9.07330271223 0.171781714899 -5.413396141875752 0.24 3.929e-18 4.2499999999999995e-19 2.556603858124248 0.7300000000000004 127244.8123350508
9.04925364204 0.152491327963 -7.663396141875753 2.05 4.124e-18 4.0750000000000005e-19 2.776603858124248 0.580000000000001 99149.9485433293
8.64494382632 0.447178325299 -7.263396141875752 1.46 4.358e-18 4.513e-19 2.386603858124248 0.3700000000000001 134741.03102300447
8.96495024641 0.129002552041 -6.083396141875752 0.8900000000000001 3.925e-18 2.748e-19 2.6566038581242486 0.45999999999999996 497621.16918512475
9.10560721531 0.135316177036 -7.703396141875753 2.27 4.139e-18 3.62e-19 2.736603858124248 0.620000000000001 395008.79307252134
